Местное время в Москве (центр, Балчуг);T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
28.02.2021 15:00;2.0;749.9;761.6;;71;Ветер, дующий с востоко-северо-востока;1;;;100%.;Ливневый град, или дождь и град. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся из кучевых.;100%.;300-600;;;10.0;-2.8;;;;;;
28.02.2021 12:00;01.���;749.5;761.2;;84;Ветер, дующий с востока;1;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-0.9;;;;;;
28.02.2021 9:00;0.1;749.7;761.5;;78;Ветер, дующий с северо-северо-запада;1;;;100%.; ;;;-0.4;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.3;Следы осадков;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;44.0
28.02.2021 6:00;-0.3;749.6;761.3;;80;Ветер, дующий с северо-северо-запада;2;;;100%.; ;;;-0.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.4;Следы осадков;12;;;;
28.02.2021 3:00;0.1;749.1;760.9;;79;Ветер, дующий с севера;2;;10;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.1;;;;;;
28.02.2021 0:00;0.4;748.9;760.6;;74;Ветер, дующий с севера;3;;10;100%.;Снег непрерывный слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;4.0;-3.7;;;;;;
27.02.2021 21:00;0.7;748.1;759.8;;75;Ветер, дующий с северо-северо-запада;3;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;2.0;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;10.0;-3.2;Следы осадков;12;;;;
27.02.2021 18:00;01.���;747.1;758.8;;77;Ветер, дующий с северо-запада;2;;;100%.;Снег неливневый. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;4.0;-2.5;0.3;12;;;;
27.02.2021 15:00;01.���;745.9;757.5;;61;Ветер, дующий с северо-северо-запада;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;600-1000;Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-5.0;;;;;;
27.02.2021 12:00;-0.8;744.7;756.3;;68;Ветер, дующий с севера;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";10.0;-6.0;;;;;;
